example_id                                        | status | run_time        |
------------------------------------------------- | ------ | --------------- |
./spec/integration/backup_workflow_spec.rb[1:1:1] | passed | 0.00171 seconds |
./spec/integration/backup_workflow_spec.rb[1:1:2] | passed | 0.00195 seconds |
./spec/integration/backup_workflow_spec.rb[1:2:1] | passed | 0.00881 seconds |
./spec/integration/backup_workflow_spec.rb[1:2:2] | passed | 0.00956 seconds |
./spec/integration/backup_workflow_spec.rb[1:3:1] | passed | 0.00764 seconds |
./spec/integration/backup_workflow_spec.rb[1:3:2] | passed | 0.00261 seconds |
./spec/integration/backup_workflow_spec.rb[1:4:1] | passed | 0.00831 seconds |
./spec/integration/backup_workflow_spec.rb[1:4:2] | passed | 0.00211 seconds |
./spec/integration/backup_workflow_spec.rb[1:5:1] | passed | 0.52977 seconds |
./spec/integration/backup_workflow_spec.rb[1:5:2] | passed | 0.52801 seconds |
./spec/integration/backup_workflow_spec.rb[1:5:3] | passed | 0.10974 seconds |
./spec/integration/backup_workflow_spec.rb[1:6:1] | passed | 0.00171 seconds |
./spec/integration/backup_workflow_spec.rb[1:6:2] | passed | 0.00694 seconds |
./spec/integration/backup_workflow_spec.rb[1:7:1] | passed | 0.52673 seconds |
./spec/unit/backup_command_spec.rb[1:1:1]         | passed | 0.00024 seconds |
./spec/unit/backup_command_spec.rb[1:1:2]         | passed | 0.00026 seconds |
./spec/unit/backup_command_spec.rb[1:2:1]         | passed | 0.00023 seconds |
./spec/unit/backup_command_spec.rb[1:3:1]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:3:2]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:4:1]         | passed | 0.00069 seconds |
./spec/unit/backup_command_spec.rb[1:5:1]         | passed | 0.00024 seconds |
./spec/unit/backup_command_spec.rb[1:5:2]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:6:1]         | passed | 0.00023 seconds |
./spec/unit/backup_command_spec.rb[1:7:1]         | passed | 0.00026 seconds |
./spec/unit/backup_command_spec.rb[1:7:2]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:8:1]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:8:2]         | passed | 0.00024 seconds |
./spec/unit/backup_command_spec.rb[1:8:3]         | passed | 0.00022 seconds |
./spec/unit/backup_command_spec.rb[1:8:4]         | passed | 0.00024 seconds |
./spec/unit/backup_command_spec.rb[1:8:5:1]       | passed | 0.00039 seconds |
./spec/unit/backup_command_spec.rb[1:8:5:2]       | passed | 0.00023 seconds |
./spec/unit/backup_command_spec.rb[1:8:5:3]       | passed | 0.00024 seconds |
./spec/unit/backup_command_spec.rb[1:8:5:4]       | passed | 0.00027 seconds |
./spec/unit/backup_command_spec.rb[1:8:5:5]       | passed | 0.00026 seconds |
./spec/unit/backup_encryption_spec.rb[1:1:1]      | passed | 0.00085 seconds |
./spec/unit/backup_encryption_spec.rb[1:1:2:1]    | passed | 0.00067 seconds |
./spec/unit/backup_encryption_spec.rb[1:2:1:1]    | passed | 0.00461 seconds |
./spec/unit/backup_encryption_spec.rb[1:2:1:2]    | passed | 0.0043 seconds  |
./spec/unit/backup_encryption_spec.rb[1:2:1:3]    | passed | 0.00355 seconds |
./spec/unit/backup_encryption_spec.rb[1:2:2:1]    | passed | 0.00081 seconds |
./spec/unit/backup_encryption_spec.rb[1:3:1:1]    | passed | 0.00449 seconds |
./spec/unit/backup_encryption_spec.rb[1:3:1:2]    | passed | 0.0051 seconds  |
./spec/unit/backup_encryption_spec.rb[1:3:1:3]    | passed | 0.00573 seconds |
./spec/unit/backup_encryption_spec.rb[1:3:2:1]    | passed | 0.00437 seconds |
./spec/unit/backup_encryption_spec.rb[1:4:1:1]    | passed | 0.0035 seconds  |
./spec/unit/backup_encryption_spec.rb[1:4:1:2]    | passed | 0.04324 seconds |
./spec/unit/backup_encryption_spec.rb[1:4:1:3]    | passed | 0.04267 seconds |
./spec/unit/backup_encryption_spec.rb[1:4:2:1]    | passed | 0.00067 seconds |
./spec/unit/backup_encryption_spec.rb[1:5:1:1]    | passed | 0.04521 seconds |
./spec/unit/backup_encryption_spec.rb[1:5:2:1]    | passed | 0.00691 seconds |
./spec/unit/backup_encryption_spec.rb[1:5:3:1]    | passed | 0.00497 seconds |
./spec/unit/backup_encryption_spec.rb[1:6:1]      | passed | 0.00245 seconds |
./spec/unit/backup_rotation_spec.rb[1:1:1]        | passed | 0.00051 seconds |
./spec/unit/backup_rotation_spec.rb[1:1:2]        | passed | 0.00073 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:1:1]      | passed | 0.00136 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:1:2]      | passed | 0.00146 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:2:1]      | passed | 0.00146 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:2:2]      | passed | 0.00181 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:3:1]      | passed | 0.0019 seconds  |
./spec/unit/backup_rotation_spec.rb[1:2:4:1]      | passed | 0.00583 seconds |
./spec/unit/backup_rotation_spec.rb[1:2:4:2]      | passed | 0.00633 seconds |
./spec/unit/backup_rotation_spec.rb[1:3:1]        | passed | 0.00255 seconds |
./spec/unit/backup_rotation_spec.rb[1:3:2]        | passed | 0.00145 seconds |
./spec/unit/baktainer_spec.rb[1:1:1]              | passed | 0.00125 seconds |
